ReviewID,CustomerID,ProductID,ProductName,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket,DetectedIssue
417,9,16,Kayak,2024-11-28,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
418,94,2,Fitness Tracker,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.6288,Negative,-1.0 to -0.5,Performance Issue
419,68,6,Tennis Racket,2025-09-01,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49,No Issue Detected
420,18,11,Ski Boots,2023-06-10,5,"I  love  this    product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
421,75,13,Swim Goggles,2025-08-18,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
422,81,17,Surfboard,2025-09-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
423,76,18,Volleyball,2023-08-01,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
424,53,11,Ski Boots,2024-03-21,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
425,89,6,Tennis Racket,2025-03-04,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
426,74,17,Surfboard,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
427,81,11,Ski Boots,2025-08-20,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
428,58,9,Baseball Glove,2025-01-17,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
429,71,2,Fitness Tracker,2023-06-08,4,Customer    support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
430,99,9,Baseball Glove,2025-08-03,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
431,94,11,Ski Boots,2023-02-10,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
432,31,18,Volleyball,2025-02-14,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
433,72,2,Fitness Tracker,2025-06-11,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
434,7,18,Volleyball,2023-02-25,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
435,65,1,Running Shoes,2023-02-28,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
436,11,1,Running Shoes,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
437,73,4,Dumbbells,2023-06-24,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
438,72,20,Boxing Gloves,2023-09-13,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
439,67,11,Ski Boots,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
440,93,7,Basketball,2023-07-22,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
441,12,6,Tennis Racket,2023-09-03,1,Product  did    not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
442,28,8,Football Helmet,2025-04-06,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0,No Issue Detected
443,37,13,Swim Goggles,2024-01-19,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
444,22,16,Kayak,2023-10-20,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
445,25,14,Cycling Helmet,2023-05-27,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
446,84,14,Cycling Helmet,2025-06-10,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
447,38,2,Fitness Tracker,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
448,75,12,Ice Skates,2025-12-25,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
449,43,14,Cycling Helmet,2024-03-10,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
450,92,4,Dumbbells,2024-08-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
451,68,11,Ski Boots,2023-04-18,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
452,42,19,Hockey Stick,2024-08-28,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
453,100,2,Fitness Tracker,2023-04-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
454,27,9,Baseball Glove,2025-09-17,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
455,79,20,Boxing Gloves,2024-07-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
456,2,1,Running Shoes,2024-01-09,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
457,29,1,Running Shoes,2024-12-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
458,42,20,Boxing Gloves,2025-07-05,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
459,90,17,Surfboard,2023-06-16,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
460,92,16,Kayak,2025-08-09,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
461,66,5,Soccer Ball,2025-10-11,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
462,85,14,Cycling Helmet,2023-02-02,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
463,5,2,Fitness Tracker,2025-11-02,3,"Great  purchase,  very    satisfied.",0.8016,Mixed Positive,0.5 to 1.0,No Issue Detected
464,73,11,Ski Boots,2024-05-28,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
465,43,12,Ice Skates,2025-12-14,1,Disappointed    with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Expectation Gap
466,49,16,Kayak,2023-02-16,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
467,29,16,Kayak,2023-07-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
468,12,12,Ice Skates,2024-01-09,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
469,54,13,Swim Goggles,2023-10-06,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
470,46,1,Running Shoes,2025-10-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
471,88,4,Dumbbells,2024-04-26,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
472,69,8,Football Helmet,2024-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
473,7,19,Hockey Stick,2024-08-03,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
474,47,20,Boxing Gloves,2025-05-31,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
475,74,20,Boxing Gloves,2023-04-18,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
476,54,10,Golf Clubs,2023-12-12,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
477,91,10,Golf Clubs,2025-04-25,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
478,79,6,Tennis Racket,2023-07-23,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
479,7,13,Swim Goggles,2024-12-28,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
480,90,9,Baseball Glove,2023-07-22,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
481,21,2,Fitness Tracker,2024-12-02,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
482,49,10,Golf Clubs,2025-07-11,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
483,28,20,Boxing Gloves,2024-06-29,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
484,36,10,Golf Clubs,2023-08-22,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
485,66,18,Volleyball,2025-06-10,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
486,44,3,Yoga Mat,2024-01-20,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
487,78,3,Yoga Mat,2025-05-01,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5,No Issue Detected
488,89,12,Ice Skates,2025-02-24,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
489,15,8,Football Helmet,2023-11-09,4,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
490,46,11,Ski Boots,2025-07-05,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
491,59,6,Tennis Racket,2023-06-22,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
492,94,20,Boxing Gloves,2025-03-19,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
493,26,2,Fitness Tracker,2024-07-16,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
494,2,13,Swim Goggles,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
495,56,7,Basketball,2023-04-26,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
496,87,1,Running Shoes,2024-01-29,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
497,90,6,Tennis Racket,2024-02-21,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
498,81,17,Surfboard,2025-01-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
499,72,6,Tennis Racket,2024-08-26,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
500,57,9,Baseball Glove,2025-12-20,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
501,39,12,Ice Skates,2023-12-01,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
502,5,1,Running Shoes,2025-11-10,2,Product    did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
503,5,16,Kayak,2024-07-03,2,Product  did  not  meet    my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
504,35,8,Football Helmet,2024-01-18,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
505,82,2,Fitness Tracker,2024-07-11,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
506,80,8,Football Helmet,2025-10-19,2,"Average  experience,    nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
507,66,3,Yoga Mat,2024-12-10,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,Customer Service
508,64,14,Cycling Helmet,2025-01-19,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
509,5,11,Ski Boots,2024-05-25,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
510,20,6,Tennis Racket,2024-11-05,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
511,55,15,Climbing Rope,2025-04-01,1,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
512,11,1,Running Shoes,2025-01-15,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49,Delivery Issue
513,21,3,Yoga Mat,2025-11-09,5,Amazing  value    for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
514,72,15,Climbing Rope,2023-06-18,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
515,89,3,Yoga Mat,2024-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
516,46,18,Volleyball,2025-01-03,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
517,29,4,Dumbbells,2024-03-30,5,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
518,17,12,Ice Skates,2024-04-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
519,58,4,Dumbbells,2023-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
520,63,1,Running Shoes,2024-08-24,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
521,47,5,Soccer Ball,2024-03-31,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
522,8,10,Golf Clubs,2023-08-04,1,Product    did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
523,8,12,Ice Skates,2023-12-07,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
524,27,4,Dumbbells,2025-09-01,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
525,1,1,Running Shoes,2023-11-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
526,74,3,Yoga Mat,2025-05-20,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
527,27,14,Cycling Helmet,2024-07-03,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
528,81,16,Kayak,2024-11-09,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
529,19,11,Ski Boots,2025-05-05,4,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
530,48,10,Golf Clubs,2025-11-24,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
531,65,3,Yoga Mat,2024-07-21,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
532,6,6,Tennis Racket,2023-05-30,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
533,92,6,Tennis Racket,2024-04-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
534,41,2,Fitness Tracker,2025-07-02,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
535,85,13,Swim Goggles,2023-03-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
536,33,19,Hockey Stick,2024-12-29,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
537,8,9,Baseball Glove,2023-03-11,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
538,29,16,Kayak,2025-11-12,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
539,74,17,Surfboard,2024-12-02,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
540,28,18,Volleyball,2025-12-09,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
541,73,20,Boxing Gloves,2025-08-08,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
542,49,5,Soccer Ball,2023-07-11,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5,Performance Issue
543,64,17,Surfboard,2023-10-31,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
544,65,6,Tennis Racket,2023-10-29,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
545,45,13,Swim Goggles,2024-06-11,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
546,33,1,Running Shoes,2024-11-14,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
547,28,11,Ski Boots,2024-05-28,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
548,40,12,Ice Skates,2023-01-11,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
549,73,15,Climbing Rope,2025-04-06,4,Five  stars  for  the  quick    delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
550,51,12,Ice Skates,2024-10-07,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49,Delivery Issue
551,45,2,Fitness Tracker,2025-04-17,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
552,68,1,Running Shoes,2023-07-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
553,60,20,Boxing Gloves,2025-04-26,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
554,18,1,Running Shoes,2024-08-16,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
555,69,18,Volleyball,2025-11-24,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
556,91,6,Tennis Racket,2025-01-04,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
557,55,10,Golf Clubs,2024-07-28,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0,No Issue Detected
558,83,13,Swim Goggles,2025-02-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
559,46,12,Ice Skates,2024-05-16,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
560,24,6,Tennis Racket,2024-11-08,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
561,6,5,Soccer Ball,2025-02-27,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0,No Issue Detected
562,41,5,Soccer Ball,2024-02-25,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
563,86,13,Swim Goggles,2025-02-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
564,9,12,Ice Skates,2025-10-13,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
565,60,20,Boxing Gloves,2024-06-30,1,"Terrible  customer  service,  would  not    buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
566,89,10,Golf Clubs,2025-08-15,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
567,78,16,Kayak,2024-02-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
568,17,13,Swim Goggles,2024-08-04,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
569,58,9,Baseball Glove,2024-07-17,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
570,50,15,Climbing Rope,2025-04-29,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
571,2,8,Football Helmet,2024-10-15,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
572,37,16,Kayak,2025-04-23,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
573,57,8,Football Helmet,2024-04-27,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
574,72,9,Baseball Glove,2025-10-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
575,93,14,Cycling Helmet,2025-09-19,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
576,71,9,Baseball Glove,2025-10-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
577,65,9,Baseball Glove,2024-04-18,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
578,32,15,Climbing Rope,2023-08-01,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
579,24,8,Football Helmet,2024-01-16,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
580,48,1,Running Shoes,2025-04-15,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
581,69,18,Volleyball,2024-03-19,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
582,65,9,Baseball Glove,2023-01-29,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
583,88,8,Football Helmet,2025-07-03,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
584,70,20,Boxing Gloves,2024-12-04,4,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
585,87,12,Ice Skates,2025-10-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
586,7,17,Surfboard,2023-04-11,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
587,31,17,Surfboard,2025-08-31,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
588,39,18,Volleyball,2025-09-03,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49,Delivery Issue
589,64,4,Dumbbells,2024-03-21,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
590,27,4,Dumbbells,2024-09-13,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
591,65,12,Ice Skates,2024-10-29,5,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
592,100,1,Running Shoes,2025-01-18,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
593,62,8,Football Helmet,2025-06-12,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
594,14,4,Dumbbells,2025-10-01,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
595,46,5,Soccer Ball,2025-09-18,4,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
596,48,15,Climbing Rope,2025-06-27,3,"Good  quality,  but  could    be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
597,11,1,Running Shoes,2025-09-07,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
598,3,2,Fitness Tracker,2023-08-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
599,94,19,Hockey Stick,2025-08-01,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
600,65,3,Yoga Mat,2025-01-11,2,Not  worth    the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
601,25,11,Ski Boots,2025-07-31,5,Amazing    value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
602,56,8,Football Helmet,2023-02-08,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
603,88,4,Dumbbells,2024-07-02,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
604,87,2,Fitness Tracker,2023-06-10,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
605,1,3,Yoga Mat,2023-06-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
606,48,8,Football Helmet,2023-10-14,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
607,25,14,Cycling Helmet,2025-07-07,3,"Great  purchase,  very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0,No Issue Detected
608,7,9,Baseball Glove,2023-03-21,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
609,40,10,Golf Clubs,2025-10-23,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
610,69,3,Yoga Mat,2025-01-29,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
611,6,4,Dumbbells,2023-12-06,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
612,38,2,Fitness Tracker,2025-06-17,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
613,48,12,Ice Skates,2025-02-10,3,"The  product  is  okay,  but  the  instructions    were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
614,23,2,Fitness Tracker,2025-01-20,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,0.5 to 1.0,No Issue Detected
615,98,1,Running Shoes,2025-01-08,5,"Excellent    product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
616,38,20,Boxing Gloves,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
617,29,15,Climbing Rope,2025-12-22,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
618,45,7,Basketball,2024-08-21,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
619,68,14,Cycling Helmet,2023-12-06,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
620,100,1,Running Shoes,2024-10-22,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
621,70,14,Cycling Helmet,2025-05-13,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
622,30,4,Dumbbells,2025-12-22,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
623,5,1,Running Shoes,2025-06-15,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
624,82,14,Cycling Helmet,2023-11-28,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
